,spotify_id,album,artist,tracks,artist_gender,artist_age,release_date,artist_country,popularity,rating
291,4YYFSRhVM8YqLppQ92GaU0,neon shark vs. pegasus ,trippie redd,40,Male,21,19/02/2021,US,53,4
302,2DlvDiYx2Nd5VQAmNqUDJu,escapades ,gaspard augé,12,Male,42,25/06/2021,FR,43,4
306,1w857brUeHQfcPpjCd3wHQ,spare ribs ,sleaford mods,13,Group,,15/01/2021,,43,4
319,1VCTWaze9kuY5IDlbtR5p0,blue weekend ,wolf alice,11,Male,83,04/06/2021,DE,46,4
329,3IQRHa9iVLsGlSuVHiHZ3A,little oblivions ,julien baker,12,Male,91,26/02/2021,US,48,4
402,3hWTXO0w02D6YpVRyLRmQz,"the end, so far ",slipknot,12,Group,,30/09/2022,US,62,4
410,2hEnymoejldpuxSdTnkard,smithereens ,joji,9,Male,30,04/11/2022,US,75,4
411,7bNubmdfctkLp7ltJE0pLy,the family and tm ,brockhampton,17,Group,,17/11/2022,US,46,4
419,6NuGZnOc88LcZpEkJIbO50,god did ,dj khaled,18,Male,62,26/08/2022,DZ,62,4
421,2ITVvrNiINKRiW7wA3w6w6,unlimited love ,red hot chili peppers,17,Group,,01/04/2022,US,61,4
429,5pkQpJAHxy9BzwA7E1UWxF,love sux ,avril lavigne,12,Female,37,25/02/2022,CA,59,4
453,2sAePf08xIp4tnDlMUCV8B,we ,arcade fire,10,Group,,06/05/2022,CA,51,4
462,4lh0rl7eI2w9Rik8JECk9l,zeal & ardor ,zeal and ardor,14,Group,,11/02/2022,,51,4
470,2tfg6zi5pwuYeQ0IHYnOBz,chloë and the next 20th century ,father john misty,11,Male,40,08/04/2022,US,45,4
506,0d1BFY8z15vye3KjtLvF3u,2 alivë ,yeat,20,Male,21,18/02/2022,US,70,4
516,0FYvMdfTfYJxnJnKs1wDb0,it's only me ,lil baby,23,Male,27,14/10/2022,US,71,4
532,6Xo2PDEoQKzCndIbks2kvu,lyfë mi,yeat,12,Male,22,09/09/2022,US,75,4
551,5mGJloHxjO2igmx9XJKAeJ,11​•​11​•​11 ,mgmt,11,Group,,11/11/2022,US,34,4
572,6hg6LPeCo8KtSJLxXfSKf4,w ,boris,1,Group,,20/10/2021,JP,53,4
580,2sLOkG1ORhJi00sT5cDavu,digital roses don't die ,big k.r.i.t.,17,Male,35,18/02/2022,US,35,4
584,3mNfeGxCFJ3fRZotZ7UhSO,get used to it mi,kaycyy,9,Male,24,02/06/2022,,35,4
585,1ZuTYUdoALghOAKTISys6n,sznz: autu,weezer,21,Group,,22/09/2022,US,35,4
611,1pb3je8gXTs5dpRRTKhHRC,stick season (we'll all be here forever) ,noah kahan,21,Male,26,09/06/2023,US,78,4
626,2T7LuxZRr6SQMgABLtoYTH,sunburn ,dominic fike,15,Male,27,07/07/2023,,73,4
676,4FftCsAcXXD1nFO9RFUNFO,nadie sabe lo que va a pasar mañana ,bad bunny,22,Male,29,13/10/2023,PR,88,4
683,1InJp7zivXVxzyEPjNIX6C,the above ,code orange,14,Group,,29/09/2023,US,39,4
686,3J353DwtMfUV3V6t9vRPCk,zig ,poppy,11,Female,28,27/10/2023,US,48,4
703,4QHM0MaR2dPDWIaKhTt7hd,átta ,sigur rós,10,Group,,16/06/2023,IS,47,4
714,6kcZ35GY84A3FBIcIKVqTW,higher ,chris stapleton,14,Male,45,10/11/2023,US,74,4
722,3J353DwtMfUV3V6t9vRPCk,zig ,poppy,11,Female,28,27/10/2023,US,48,4
726,3ilzLYEzGlpAXk8fx7z3vu,the worm ,hmltd,9,Group,,07/04/2023,GB,21,4
740,5DvJgsMLbaR1HmAI6VhfcQ,endless summer vacation ,miley cyrus,14,Non-binary,30,18/08/2023,US,83,4
774,5nDqjtvRwDYElIflvoNDdE,a love letter to you 5 mi,trippie redd,21,Male,20,22/11/2019,US,71,4
799,0Kzb3u6kMnOJOZXYFSk33F,hardstone psycho ,don toliver,16,Male,30,14/06/2024,US,86,4
803,44e3xckIbDMtFm8jeZLLZ7,everything i thought it was ,justin timberlake,18,Male,43,14/03/2024,US,60,4
823,1PeC1ckDJSzYHkwo6JHbP2,a la sala ,khruangbin,12,Group,,05/04/2024,,69,4
827,0nZy2z8sZsM5TIHzUpcq5E,self-titled ,bleachers,14,Group,,08/03/2024,US,60,4
839,5SxZmGwc4eJuPp6PcO4JgJ,deeper well ,kacey musgraves,14,Female,35,15/03/2024,US,70,4
872,6ofMZXVeY7dABB00zHp8WV,insano ,kid cudi,18,Male,40,23/02/2024,US,54,4
877,7ArSPwsw4Su6nyeId06SZH,still ,erika de casier,14,Female,24,21/02/2024,DK,45,4
16,3wzeXReoE5Ul6ZMLvkAnHw,new beginnings ,reason,14,Group,,09/10/2020,,48,3
23,4bNPOFOzxGhF5jhfIK6lit,high off life ,future,21,Male,36,15/05/2020,US,70,3
48,4bNPOFOzxGhF5jhfIK6lit,high off life ,future,21,Male,36,15/05/2020,US,70,3
52,6f9LKRKpSTI5m2O0yBlWQS,tattletales ,6ix9ine,15,Male,24,04/09/2020,US,63,3
77,2IzUZlhtBvPQYs74KeG6fb,mordechai ,khruangbin,10,Group,,26/06/2020,,64,3
78,6OQ9gBfg5EXeNAEwGSs6jK,dark lane demo tapes mi,drake,14,Male,33,01/05/2020,CA,77,3
123,6ufaA5YvSGK3E9KnRFYvvo,lil boat 3 ,lil yachty,27,Male,23,27/11/2020,US,68,3
125,389zGArsMlwuPorS4Cw7IX,virgo world ,lil tecca,19,Male,18,18/09/2020,US,71,3
153,1juVCzBeCE5Nzx0iqXZ8kU,aporia ,sufjan stevens & lowell brams,21,Male,44,24/03/2020,US,32,3
208,3SpBlxme9WbeQdI9kx7KAV,certified lover boy ,drake,21,Male,34,03/09/2021,CA,82,3
209,6mzpIm84OXCBxw6Tuhp1OA,justice ,justin bieber,22,Male,27,26/03/2021,CA,58,3
211,3MKvhQoFSrR2PrxXXBHe9B,music to be murdered by – side b ,eminem,36,Male,48,18/12/2020,US,68,3
223,69p42ovQdwmYPLUsAQpeNn,if i could make it go quiet ,girl in red,11,Female,22,30/04/2021,NO,67,3
255,6dfdmMDGw988CzNEFdnIcY,life rolls on ,florida georgia line,16,Group,,12/02/2021,US,57,3
287,7IKkHmEk4It4cRdOYanyvW,punk ,young thug,20,Male,75,15/10/2021,CA,65,3
368,0kCdT4gjYlSxIV7ll3Yd4M,infinite granite ,deafheaven,9,Group,,20/08/2021,US,41,3
377,4F87p1aiFwHeU4uu65MaPV,bobby tarantino iii mi,logic,13,Male,28,09/03/2018,US,62,3
391,2GROf0WKoP5Er2M9RXVNNs,the car ,arctic monkeys,10,Group,,21/10/2022,GB,63,3
405,1ziUtOuRT545OI4cnHEMhC,"the sick, the dying… and the dead! ",megadeth,14,Group,,02/09/2022,US,54,3
420,2eE8BVirX9VF8Di9hD90iw,come home the kids miss you ,jack harlow,15,Male,24,06/05/2022,US,71,3
454,6VDoroCVqD4LSvZda4sSfA,ethereal ,$not,10,Group,,08/07/2024,US,0,3
464,3HHNR44YbP7XogMVwzbodx,twelve carat toothache ,post malone,14,Male,26,03/06/2022,US,75,3
520,1ETtnOFdO0JSOy0SRLAmTC,cowboy tears ,oliver tree,13,Group,,18/02/2022,GB,53,3
577,6pyTFqxVk6Js8A8xfOg8ZO,las ruinas mi,rico nasty,17,Female,25,22/07/2022,US,46,3
582,1eVrpJbHRLBbioB9sb5b94,live life fast ,roddy ricch,18,Male,23,17/12/2021,US,61,3
596,55RhFRyQFihIyGf61MgcfV,atum (a rock opera in 3 acts) ,the smashing pumpkins,92,Group,,1995,US,75,3
598,2bYCNZfxZrTUv1CHXkz2d2,pink friday 2 ,nicki minaj,22,Female,41,08/12/2023,US,76,3
615,6r1lh7fHMB499vGKtIyJLy,austin ,post malone,17,Male,28,28/07/2023,US,74,3
667,58iEeJbYd6OBGRM0TiwltL,a great chaos ,ken carson,25,Male,75,05/07/2024,GB,70,3
681,5rHd8n9uWIpq9w0PP5ZcI3,so much (for) stardust ,fall out boy,14,Group,,24/03/2023,US,64,3
705,4xZP0Vuf4DNK7wsp3ZKbQ0,weedkiller ,ashnikko,13,Non-binary,27,25/08/2023,US,61,3
743,2Ao4brMpPgMyyuh9dPK4oK,five easy hot dogs ,mac demarco,14,Male,32,20/01/2023,CA,48,3
764,2Ao4brMpPgMyyuh9dPK4oK,five easy hot dogs ,mac demarco,14,Male,32,20/01/2023,CA,48,3
789,4AIeqAMDyIT884A9uA2A0i,saviors ,green day,15,Group,,19/01/2024,US,67,3
794,1k7OXnGQPV4zF3seDwRroD,post human: nex gen ,bring me the horizon,16,Group,,24/05/2024,GB,82,3
800,56bdWeO40o3WfAD2Lja4dl,the secret of us ,gracie abrams,13,Female,24,21/06/2024,US,87,3
874,3bSNhnaQQXpC639OQ4pMyP,we still don't trust you ,future & metro boomin,25,Male,30,12/04/2024,US,81,3
212,06mXfvDsRZNfnsGZvX2zpb,music of the spheres ,coldplay,12,Group,,15/10/2021,GB,73,2
213,6FIMt58naoGYrOe4Wn2P3n,= ,ed sheeran,1,Male,31,04/03/2022,GB,64,2
221,5RongMpRt5jcdZ7gpAKtWn,dog boy ,zillakami,15,Male,22,17/09/2021,US,66,2
222,0Q5XBpCYFgUWiG9DUWyAmJ,scaled and icy ,twenty one pilots,11,Group,,21/05/2021,US,69,2
241,7kjLKy9JLbwM9F7eDQEnd2,the battle at garden's gate ,greta van fleet,12,Group,,16/04/2021,US,65,2
249,3uyOwJu4r3yroAkFywNFM3,culture iii ,migos,19,Group,,11/06/2021,US,68,2
258,0hnwu9WUcXrL23w5WPrbOX,the golden casket ,modest mouse,12,Group,,25/06/2021,,41,2
312,6y9LbrjY2TpaLvtbE7FTkc,star-crossed ,kacey musgraves,15,Female,33,10/09/2021,US,56,2
592,2KUaR4K36tSliwAoUA1gcs,rush! ,måneskin,17,Group,,20/01/2023,IT,77,2
594,1gjugH97doz3HktiEjx2vY,take me back to eden ,sleep token,12,Group,,19/05/2023,GB,78,2
607,6K5RX7xasf8WdeQjapsThS,ben ,macklemore,15,Male,39,03/03/2023,US,61,2
671,6vKVBLTsQW5wXOzmOIkPVZ,s*x m*ney dr*gs ,lucki,15,Male,27,07/07/2023,US,67,2
698,4tFqnaGkCBUjraLUw07Q67,sremm 4 life ,rae sremmurd,14,Group,,07/04/2023,US,58,2
731,5Mc6uebYtKnRc5I7bjlNB6,first two pages of frankenstein ,the national,11,Group,,28/04/2023,GB,61,2
779,5Mc6uebYtKnRc5I7bjlNB6,first two pages of frankenstein ,the national,11,Group,,28/04/2023,GB,61,2
809,30zwjSQEodaUXCn11nmiVF,vultures 2 ,kanye west,16,Group,,09/02/2024,GB,84,2
887,3hFTgPUFrpYwfEsMJIXiid,one of wun ,gunna,20,Male,30,09/05/2024,US,58,2
29,0so2JtZLW2acBWStzut0W5,pegasus ,trippie redd,26,Male,21,30/10/2020,US,64,1
30,1xRcR4iSouBrfVhuqFkPAJ,southside ,sam hunt,12,Male,89,03/04/2020,US,67,1
45,1xRcR4iSouBrfVhuqFkPAJ,southside ,sam hunt,12,Male,89,03/04/2020,US,67,1
46,0so2JtZLW2acBWStzut0W5,pegasus ,trippie redd,26,Male,21,30/10/2020,US,64,1
399,3sKZHtQoq3tPtkXbT8PJAc,mainstream sellout ,machine gun kelly,16,Group,,25/03/2022,,70,1
431,5zWZi7tO66MoobIAl9OxWS,flawless like me ,lucki,24,Male,26,23/09/2022,US,66,1
440,0G4XTKDAeBmdfV8pZFaYu2,no stylist ,destroy lonely,19,Male,21,12/08/2022,US,66,1
620,5qmZefgh78fN3jsyPPlvuw,a gift & a curse ,gunna,15,Male,30,16/06/2023,US,80,1
635,2Sl8X3Uu2N4B2pVa9y5U29,if looks could kill ,destroy lonely,26,Male,21,05/05/2023,US,68,1
724,2GVNzK3tGoQzkhRHNka781,resistance & the blessing ,world's end girlfriend,35,Male,47,09/09/2023,JP,24,1
4,7ij8wQxCAexZiXZbMOHcxE,father of all... ,green day,10,Group,,07/02/2020,US,49,0
205,1AZjTOqvw2ZogWZxnDlhEN,welcome to the madhouse ,tones and i,20,Female,23,16/07/2021,AU,68,0
426,4Vd0qWsKeNJzsouF5Dg1yS,x ,ken carson,11,Male,72,23/07/2021,GB,65,0
833,1WkykSHhndyQJcYNwL7zxY,genre : sadb,mgk & trippie redd,10,Male,24,29/03/2024,US,65,0
